x,y,z
-118.36934133426105,32.86872520346793,0.05
-118.36934133426105,33.276528770145774,0.05
-118.36934133426105,33.684332336823616,0.05
-118.36934133426105,34.09213590350146,0.05
-118.36934133426105,34.4999394701793,0.05
-118.36934133426105,34.907743036857134,0.05
-118.36934133426105,35.315546603534976,0.05
-118.36934133426105,35.72335017021282,0.05
-118.36934133426105,36.13115373689066,0.05
-118.36934133426105,36.5389573035685,0.05
-118.36934133426105,36.946760870246344,0.05
-118.36934133426105,37.35456443692418,0.05
-118.36934133426105,37.76236800360202,0.05
-118.36934133426105,38.17017157027986,0.05
-118.36934133426105,38.577975136957704,0.05
-118.36934133426105,38.985778703635546,0.05
-118.36934133426105,39.39358227031339,0.05
-118.36934133426105,39.80138583699123,0.05
-118.36934133426105,40.20918940366907,0.05
-118.36934133426105,40.61699297034691,0.05
-118.36934133426105,41.02479653702475,0.05
-118.36934133426105,41.43260010370259,0.05
-118.36934133426105,41.84040367038043,0.04
-118.36934133426105,42.248207237058274,0.04
-118.36934133426105,42.656010803736116,0.04
-118.36934133426105,43.06381437041395,0.03
-118.36934133426105,43.47161793709179,0.04
-118.36934133426105,43.879421503769635,0.04
-118.36934133426105,44.28722507044748,0.04
-118.36934133426105,44.69502863712532,0.04
-118.36934133426105,45.10283220380316,0.04
-118.36934133426105,45.510635770481,0.04
-118.36934133426105,45.918439337158844,0.04
-118.36934133426105,46.326242903836686,0.04
-118.36934133426105,46.73404647051452,0.04
-118.36934133426105,47.14185003719236,0.04
-118.36934133426105,47.549653603870205,0.04
-118.36934133426105,47.95745717054805,0.05
-118.36934133426105,48.36526073722588,0.05
-118.36934133426105,48.77306430390372,0.05
-118.36934133426105,49.180867870581565,0.05
-118.36934133426105,49.58867143725941,0.05
-118.36934133426105,49.99647500393725,0.05
-117.55418064561765,30.014100236723046,0.05
-117.55418064561765,30.421903803400888,0.05
-117.55418064561765,30.829707370078726,0.05
-117.55418064561765,31.237510936756568,0.05
-117.55418064561765,31.64531450343441,0.05
-117.55418064561765,32.05311807011225,0.05
-117.55418064561765,32.46092163679009,0.05
-117.55418064561765,32.86872520346793,0.05
-117.55418064561765,33.276528770145774,0.05
-117.55418064561765,33.684332336823616,0.05
-117.55418064561765,34.09213590350146,0.05
-117.55418064561765,34.4999394701793,0.05
-117.55418064561765,34.907743036857134,0.05
-117.55418064561765,35.315546603534976,0.05
-117.55418064561765,35.72335017021282,0.05
-117.55418064561765,36.13115373689066,0.05
-117.55418064561765,36.5389573035685,0.05
-117.55418064561765,36.946760870246344,0.05
-117.55418064561765,37.35456443692418,0.05
-117.55418064561765,37.76236800360202,0.05
-117.55418064561765,38.17017157027986,0.05
-117.55418064561765,38.577975136957704,0.05
-117.55418064561765,38.985778703635546,0.05
-117.55418064561765,39.39358227031339,0.05
-117.55418064561765,39.80138583699123,0.05
-117.55418064561765,40.20918940366907,0.05
-117.55418064561765,40.61699297034691,0.05
-117.55418064561765,41.02479653702475,0.05
-117.55418064561765,41.43260010370259,0.05
-117.55418064561765,41.84040367038043,0.04
-117.55418064561765,42.248207237058274,0.04
-117.55418064561765,42.656010803736116,0.04
-117.55418064561765,43.06381437041395,0.03
-117.55418064561765,43.47161793709179,0.04
-117.55418064561765,43.879421503769635,0.04
-117.55418064561765,44.28722507044748,0.04
-117.55418064561765,44.69502863712532,0.04
-117.55418064561765,45.10283220380316,0.04
-117.55418064561765,45.510635770481,0.04
-117.55418064561765,45.918439337158844,0.04
-117.55418064561765,46.326242903836686,0.04
-117.55418064561765,46.73404647051452,0.04
-117.55418064561765,47.14185003719236,0.04
-117.55418064561765,47.549653603870205,0.04
-117.55418064561765,47.95745717054805,0.05
-117.55418064561765,48.36526073722588,0.05
-117.55418064561765,48.77306430390372,0.05
-117.55418064561765,49.180867870581565,0.05
-117.55418064561765,49.58867143725941,0.05
-117.55418064561765,49.99647500393725,0.05
-116.73901995697426,30.014100236723046,0.05
-116.73901995697426,30.421903803400888,0.05
-116.73901995697426,30.829707370078726,0.05
-116.73901995697426,31.237510936756568,0.05
-116.73901995697426,31.64531450343441,0.05
-116.73901995697426,32.05311807011225,0.05
-116.73901995697426,32.46092163679009,0.05
-116.73901995697426,32.86872520346793,0.05
-116.73901995697426,33.276528770145774,0.05
-116.73901995697426,33.684332336823616,0.05
-116.73901995697426,34.09213590350146,0.05
-116.73901995697426,34.4999394701793,0.05
-116.73901995697426,34.907743036857134,0.05
-116.73901995697426,35.315546603534976,0.05
-116.73901995697426,35.72335017021282,0.05
-116.73901995697426,36.13115373689066,0.05
-116.73901995697426,36.5389573035685,0.05
-116.73901995697426,36.946760870246344,0.05
-116.73901995697426,37.35456443692418,0.05
-116.73901995697426,37.76236800360202,0.05
-116.73901995697426,38.17017157027986,0.05
-116.73901995697426,38.577975136957704,0.05
-116.73901995697426,38.985778703635546,0.05
-116.73901995697426,39.39358227031339,0.05
-116.73901995697426,39.80138583699123,0.05
-116.73901995697426,40.20918940366907,0.05
-116.73901995697426,40.61699297034691,0.05
-116.73901995697426,41.02479653702475,0.05
-116.73901995697426,41.43260010370259,0.05
-116.73901995697426,41.84040367038043,0.04
-116.73901995697426,42.248207237058274,0.04
-116.73901995697426,42.656010803736116,0.04
-116.73901995697426,43.06381437041395,0.03
-116.73901995697426,43.47161793709179,0.04
-116.73901995697426,43.879421503769635,0.04
-116.73901995697426,44.28722507044748,0.04
-116.73901995697426,44.69502863712532,0.04
-116.73901995697426,45.10283220380316,0.04
-116.73901995697426,45.510635770481,0.04
-116.73901995697426,45.918439337158844,0.04
-116.73901995697426,46.326242903836686,0.04
-116.73901995697426,46.73404647051452,0.04
-116.73901995697426,47.14185003719236,0.04
-116.73901995697426,47.549653603870205,0.04
-116.73901995697426,47.95745717054805,0.05
-116.73901995697426,48.36526073722588,0.05
-116.73901995697426,48.77306430390372,0.05
-116.73901995697426,49.180867870581565,0.05
-116.73901995697426,49.58867143725941,0.05
-116.73901995697426,49.99647500393725,0.05
-115.92385926833087,30.014100236723046,0.05
-115.92385926833087,30.421903803400888,0.05
-115.92385926833087,30.829707370078726,0.05
-115.92385926833087,31.237510936756568,0.05
-115.92385926833087,31.64531450343441,0.05
-115.92385926833087,32.05311807011225,0.05
-115.92385926833087,32.46092163679009,0.05
-115.92385926833087,32.86872520346793,0.05
-115.92385926833087,33.276528770145774,0.05
-115.92385926833087,33.684332336823616,0.05
-115.92385926833087,34.09213590350146,0.05
-115.92385926833087,34.4999394701793,0.05
-115.92385926833087,34.907743036857134,0.05
-115.92385926833087,35.315546603534976,0.05
-115.92385926833087,35.72335017021282,0.05
-115.92385926833087,36.13115373689066,0.05
-115.92385926833087,36.5389573035685,0.05
-115.92385926833087,36.946760870246344,0.05
-115.92385926833087,37.35456443692418,0.05
-115.92385926833087,37.76236800360202,0.05
-115.92385926833087,38.17017157027986,0.05
-115.92385926833087,38.577975136957704,0.05
-115.92385926833087,38.985778703635546,0.05
-115.92385926833087,39.39358227031339,0.05
-115.92385926833087,39.80138583699123,0.05
-115.92385926833087,40.20918940366907,0.05
-115.92385926833087,40.61699297034691,0.05
-115.92385926833087,41.02479653702475,0.05
-115.92385926833087,41.43260010370259,0.05
-115.92385926833087,41.84040367038043,0.04
-115.92385926833087,42.248207237058274,0.04
-115.92385926833087,42.656010803736116,0.04
-115.92385926833087,43.06381437041395,0.03
-115.92385926833087,43.47161793709179,0.04
-115.92385926833087,43.879421503769635,0.04
-115.92385926833087,44.28722507044748,0.04
-115.92385926833087,44.69502863712532,0.04
-115.92385926833087,45.10283220380316,0.04
-115.92385926833087,45.510635770481,0.04
-115.92385926833087,45.918439337158844,0.04
-115.92385926833087,46.326242903836686,0.04
-115.92385926833087,46.73404647051452,0.04
-115.92385926833087,47.14185003719236,0.04
-115.92385926833087,47.549653603870205,0.04
-115.92385926833087,47.95745717054805,0.05
-115.92385926833087,48.36526073722588,0.05
-115.92385926833087,48.77306430390372,0.05
-115.92385926833087,49.180867870581565,0.05
-115.92385926833087,49.58867143725941,0.05
-115.92385926833087,49.99647500393725,0.05
-115.10869857968748,30.014100236723046,0.04
-115.10869857968748,30.421903803400888,0.04
-115.10869857968748,30.829707370078726,0.04
-115.10869857968748,31.237510936756568,0.05
-115.10869857968748,31.64531450343441,0.05
-115.10869857968748,32.05311807011225,0.05
-115.10869857968748,32.46092163679009,0.05
-115.10869857968748,32.86872520346793,0.05
-115.10869857968748,33.276528770145774,0.05
-115.10869857968748,33.684332336823616,0.05
-115.10869857968748,34.09213590350146,0.05
-115.10869857968748,34.4999394701793,0.05
-115.10869857968748,34.907743036857134,0.05
-115.10869857968748,35.315546603534976,0.05
-115.10869857968748,35.72335017021282,0.05
-115.10869857968748,36.13115373689066,0.05
-115.10869857968748,36.5389573035685,0.05
-115.10869857968748,36.946760870246344,0.05
-115.10869857968748,37.35456443692418,0.05
-115.10869857968748,37.76236800360202,0.05
-115.10869857968748,38.17017157027986,0.05
-115.10869857968748,38.577975136957704,0.05
-115.10869857968748,38.985778703635546,0.05
-115.10869857968748,39.39358227031339,0.05
-115.10869857968748,39.80138583699123,0.05
-115.10869857968748,40.20918940366907,0.05
-115.10869857968748,40.61699297034691,0.05
-115.10869857968748,41.02479653702475,0.05
-115.10869857968748,41.43260010370259,0.05
-115.10869857968748,41.84040367038043,0.04
-115.10869857968748,42.248207237058274,0.04
-115.10869857968748,42.656010803736116,0.04
-115.10869857968748,43.06381437041395,0.03
-115.10869857968748,43.47161793709179,0.04
-115.10869857968748,43.879421503769635,0.04
-115.10869857968748,44.28722507044748,0.04
-115.10869857968748,44.69502863712532,0.04
-115.10869857968748,45.10283220380316,0.04
-115.10869857968748,45.510635770481,0.04
-115.10869857968748,45.918439337158844,0.04
-115.10869857968748,46.326242903836686,0.04
-115.10869857968748,46.73404647051452,0.04
-115.10869857968748,47.14185003719236,0.04
-115.10869857968748,47.549653603870205,0.04
-115.10869857968748,47.95745717054805,0.05
-115.10869857968748,48.36526073722588,0.05
-115.10869857968748,48.77306430390372,0.05
-115.10869857968748,49.180867870581565,0.05
-115.10869857968748,49.58867143725941,0.05
-115.10869857968748,49.99647500393725,0.05
-114.2935378910441,30.014100236723046,0.04
-114.2935378910441,30.421903803400888,0.04
-114.2935378910441,30.829707370078726,0.04
-114.2935378910441,31.237510936756568,0.05
-114.2935378910441,31.64531450343441,0.05
-114.2935378910441,32.05311807011225,0.05
-114.2935378910441,32.46092163679009,0.05
-114.2935378910441,32.86872520346793,0.05
-114.2935378910441,33.276528770145774,0.05
-114.2935378910441,33.684332336823616,0.05
-114.2935378910441,34.09213590350146,0.05
-114.2935378910441,34.4999394701793,0.05
-114.2935378910441,34.907743036857134,0.05
-114.2935378910441,35.315546603534976,0.05
-114.2935378910441,35.72335017021282,0.05
-114.2935378910441,36.13115373689066,0.05
-114.2935378910441,36.5389573035685,0.05
-114.2935378910441,36.946760870246344,0.05
-114.2935378910441,37.35456443692418,0.05
-114.2935378910441,37.76236800360202,0.05
-114.2935378910441,38.17017157027986,0.05
-114.2935378910441,38.577975136957704,0.05
-114.2935378910441,38.985778703635546,0.05
-114.2935378910441,39.39358227031339,0.05
-114.2935378910441,39.80138583699123,0.05
-114.2935378910441,40.20918940366907,0.05
-114.2935378910441,40.61699297034691,0.05
-114.2935378910441,41.02479653702475,0.05
-114.2935378910441,41.43260010370259,0.05
-114.2935378910441,41.84040367038043,0.04
-114.2935378910441,42.248207237058274,0.04
-114.2935378910441,42.656010803736116,0.04
-114.2935378910441,43.06381437041395,0.03
-114.2935378910441,43.47161793709179,0.04
-114.2935378910441,43.879421503769635,0.04
-114.2935378910441,44.28722507044748,0.04
-114.2935378910441,44.69502863712532,0.04
-114.2935378910441,45.10283220380316,0.04
-114.2935378910441,45.510635770481,0.04
-114.2935378910441,45.918439337158844,0.04
-114.2935378910441,46.326242903836686,0.04
-114.2935378910441,46.73404647051452,0.04
-114.2935378910441,47.14185003719236,0.04
-114.2935378910441,47.549653603870205,0.04
-114.2935378910441,47.95745717054805,0.05
-114.2935378910441,48.36526073722588,0.05
-114.2935378910441,48.77306430390372,0.05
-114.2935378910441,49.180867870581565,0.05
-114.2935378910441,49.58867143725941,0.05
-114.2935378910441,49.99647500393725,0.05
-113.47837720240071,30.014100236723046,0.04
-113.47837720240071,30.421903803400888,0.04
-113.47837720240071,30.829707370078726,0.04
-113.47837720240071,31.237510936756568,0.05
-113.47837720240071,31.64531450343441,0.05
-113.47837720240071,32.05311807011225,0.05
-113.47837720240071,32.46092163679009,0.05
-113.47837720240071,32.86872520346793,0.05
-113.47837720240071,33.276528770145774,0.05
-113.47837720240071,33.684332336823616,0.05
-113.47837720240071,34.09213590350146,0.05
-113.47837720240071,34.4999394701793,0.05
-113.47837720240071,34.907743036857134,0.05
-113.47837720240071,35.315546603534976,0.05
-113.47837720240071,35.72335017021282,0.05
-113.47837720240071,36.13115373689066,0.05
-113.47837720240071,36.5389573035685,0.05
-113.47837720240071,36.946760870246344,0.05
-113.47837720240071,37.35456443692418,0.05
-113.47837720240071,37.76236800360202,0.05
-113.47837720240071,38.17017157027986,0.05
-113.47837720240071,38.577975136957704,0.05
-113.47837720240071,38.985778703635546,0.05
-113.47837720240071,39.39358227031339,0.05
-113.47837720240071,39.80138583699123,0.05
-113.47837720240071,40.20918940366907,0.05
-113.47837720240071,40.61699297034691,0.05
-113.47837720240071,41.02479653702475,0.05
-113.47837720240071,41.43260010370259,0.05
-113.47837720240071,41.84040367038043,0.04
-113.47837720240071,42.248207237058274,0.04
-113.47837720240071,42.656010803736116,0.04
-113.47837720240071,43.06381437041395,0.03
-113.47837720240071,43.47161793709179,0.04
-113.47837720240071,43.879421503769635,0.04
-113.47837720240071,44.28722507044748,0.04
-113.47837720240071,44.69502863712532,0.04
-113.47837720240071,45.10283220380316,0.04
-113.47837720240071,45.510635770481,0.04
-113.47837720240071,45.918439337158844,0.04
-113.47837720240071,46.326242903836686,0.04
-113.47837720240071,46.73404647051452,0.04
-113.47837720240071,47.14185003719236,0.04
-113.47837720240071,47.549653603870205,0.04
-113.47837720240071,47.95745717054805,0.05
-113.47837720240071,48.36526073722588,0.05
-113.47837720240071,48.77306430390372,0.05
-113.47837720240071,49.180867870581565,0.05
-113.47837720240071,49.58867143725941,0.05
-113.47837720240071,49.99647500393725,0.05
-112.6632165137573,30.014100236723046,0.04
-112.6632165137573,30.421903803400888,0.04
-112.6632165137573,30.829707370078726,0.04
-112.6632165137573,31.237510936756568,0.05
-112.6632165137573,31.64531450343441,0.05
-112.6632165137573,32.05311807011225,0.05
-112.6632165137573,32.46092163679009,0.05
-112.6632165137573,32.86872520346793,0.05
-112.6632165137573,33.276528770145774,0.05
-112.6632165137573,33.684332336823616,0.05
-112.6632165137573,34.09213590350146,0.05
-112.6632165137573,34.4999394701793,0.05
-112.6632165137573,34.907743036857134,0.05
-112.6632165137573,35.315546603534976,0.05
-112.6632165137573,35.72335017021282,0.05
-112.6632165137573,36.13115373689066,0.05
-112.6632165137573,36.5389573035685,0.05
-112.6632165137573,36.946760870246344,0.05
-112.6632165137573,37.35456443692418,0.05
-112.6632165137573,37.76236800360202,0.05
-112.6632165137573,38.17017157027986,0.05
-112.6632165137573,38.577975136957704,0.05
-112.6632165137573,38.985778703635546,0.05
-112.6632165137573,39.39358227031339,0.05
-112.6632165137573,39.80138583699123,0.05
-112.6632165137573,40.20918940366907,0.05
-112.6632165137573,40.61699297034691,0.05
-112.6632165137573,41.02479653702475,0.05
-112.6632165137573,41.43260010370259,0.05
-112.6632165137573,41.84040367038043,0.04
-112.6632165137573,42.248207237058274,0.04
-112.6632165137573,42.656010803736116,0.04
-112.6632165137573,43.06381437041395,0.03
-112.6632165137573,43.47161793709179,0.04
-112.6632165137573,43.879421503769635,0.04
-112.6632165137573,44.28722507044748,0.04
-112.6632165137573,44.69502863712532,0.04
-112.6632165137573,45.10283220380316,0.04
-112.6632165137573,45.510635770481,0.04
-112.6632165137573,45.918439337158844,0.04
-112.6632165137573,46.326242903836686,0.04
-112.6632165137573,46.73404647051452,0.04
-112.6632165137573,47.14185003719236,0.04
-112.6632165137573,47.549653603870205,0.04
-112.6632165137573,47.95745717054805,0.05
-112.6632165137573,48.36526073722588,0.05
-112.6632165137573,48.77306430390372,0.05
-112.6632165137573,49.180867870581565,0.05
-112.6632165137573,49.58867143725941,0.05
-112.6632165137573,49.99647500393725,0.05
-111.84805582511392,30.014100236723046,0.04
-111.84805582511392,30.421903803400888,0.04
-111.84805582511392,30.829707370078726,0.04
-111.84805582511392,31.237510936756568,0.05
-111.84805582511392,31.64531450343441,0.05
-111.84805582511392,32.05311807011225,0.05
-111.84805582511392,32.46092163679009,0.05
-111.84805582511392,32.86872520346793,0.05
-111.84805582511392,33.276528770145774,0.05
-111.84805582511392,33.684332336823616,0.05
-111.84805582511392,34.09213590350146,0.05
-111.84805582511392,34.4999394701793,0.05
-111.84805582511392,34.907743036857134,0.05
-111.84805582511392,35.315546603534976,0.05
-111.84805582511392,35.72335017021282,0.05
-111.84805582511392,36.13115373689066,0.05
-111.84805582511392,36.5389573035685,0.05
-111.84805582511392,36.946760870246344,0.05
-111.84805582511392,37.35456443692418,0.05
-111.84805582511392,37.76236800360202,0.05
-111.84805582511392,38.17017157027986,0.05
-111.84805582511392,38.577975136957704,0.05
-111.84805582511392,38.985778703635546,0.05
-111.84805582511392,39.39358227031339,0.05
-111.84805582511392,39.80138583699123,0.05
-111.84805582511392,40.20918940366907,0.05
-111.84805582511392,40.61699297034691,0.05
-111.84805582511392,41.02479653702475,0.05
-111.84805582511392,41.43260010370259,0.05
-111.84805582511392,41.84040367038043,0.04
-111.84805582511392,42.248207237058274,0.04
-111.84805582511392,42.656010803736116,0.04
-111.84805582511392,43.06381437041395,0.03
-111.84805582511392,43.47161793709179,0.04
-111.84805582511392,43.879421503769635,0.04
-111.84805582511392,44.28722507044748,0.04
-111.84805582511392,44.69502863712532,0.04
-111.84805582511392,45.10283220380316,0.04
-111.84805582511392,45.510635770481,0.04
-111.84805582511392,45.918439337158844,0.04
-111.84805582511392,46.326242903836686,0.04
-111.84805582511392,46.73404647051452,0.04
-111.84805582511392,47.14185003719236,0.04
-111.84805582511392,47.549653603870205,0.04
-111.84805582511392,47.95745717054805,0.05
-111.84805582511392,48.36526073722588,0.05
-111.84805582511392,48.77306430390372,0.05
-111.84805582511392,49.180867870581565,0.05
-111.84805582511392,49.58867143725941,0.05
-111.84805582511392,49.99647500393725,0.05
-111.03289513647053,30.014100236723046,0.03
-111.03289513647053,30.421903803400888,0.03
-111.03289513647053,30.829707370078726,0.03
-111.03289513647053,31.237510936756568,0.03
-111.03289513647053,31.64531450343441,0.03
-111.03289513647053,32.05311807011225,0.03
-111.03289513647053,32.46092163679009,0.03
-111.03289513647053,32.86872520346793,0.03
-111.03289513647053,33.276528770145774,0.03
-111.03289513647053,33.684332336823616,0.03
-111.03289513647053,34.09213590350146,0.03
-111.03289513647053,34.4999394701793,0.03
-111.03289513647053,34.907743036857134,0.03
-111.03289513647053,35.315546603534976,0.03
-111.03289513647053,35.72335017021282,0.03
-111.03289513647053,36.13115373689066,0.03
-111.03289513647053,36.5389573035685,0.03
-111.03289513647053,36.946760870246344,0.03
-111.03289513647053,37.35456443692418,0.03
-111.03289513647053,37.76236800360202,0.03
-111.03289513647053,38.17017157027986,0.03
-111.03289513647053,38.577975136957704,0.03
-111.03289513647053,38.985778703635546,0.03
-111.03289513647053,39.39358227031339,0.03
-111.03289513647053,39.80138583699123,0.03
-111.03289513647053,40.20918940366907,0.03
-111.03289513647053,40.61699297034691,0.03
-111.03289513647053,41.02479653702475,0.03
-111.03289513647053,41.43260010370259,0.03
-111.03289513647053,41.84040367038043,0.03
-111.03289513647053,42.248207237058274,0.03
-111.03289513647053,42.656010803736116,0.03
-111.03289513647053,43.06381437041395,0.03
-111.03289513647053,43.47161793709179,0.04
-111.03289513647053,43.879421503769635,0.04
-111.03289513647053,44.28722507044748,0.04
-111.03289513647053,44.69502863712532,0.04
-111.03289513647053,45.10283220380316,0.04
-111.03289513647053,45.510635770481,0.04
-111.03289513647053,45.918439337158844,0.04
-111.03289513647053,46.326242903836686,0.04
-111.03289513647053,46.73404647051452,0.04
-111.03289513647053,47.14185003719236,0.04
-111.03289513647053,47.549653603870205,0.04
-111.03289513647053,47.95745717054805,0.05
-111.03289513647053,48.36526073722588,0.05
-111.03289513647053,48.77306430390372,0.05
-111.03289513647053,49.180867870581565,0.05
-111.03289513647053,49.58867143725941,0.05
-111.03289513647053,49.99647500393725,0.05
-110.21773444782714,30.014100236723046,0.03
-110.21773444782714,30.421903803400888,0.03
-110.21773444782714,30.829707370078726,0.03
-110.21773444782714,31.237510936756568,0.03
-110.21773444782714,31.64531450343441,0.03
-110.21773444782714,32.05311807011225,0.03
-110.21773444782714,32.46092163679009,0.03
-110.21773444782714,32.86872520346793,0.03
-110.21773444782714,33.276528770145774,0.03
-110.21773444782714,33.684332336823616,0.03
-110.21773444782714,34.09213590350146,0.03
-110.21773444782714,34.4999394701793,0.03
-110.21773444782714,34.907743036857134,0.03
-110.21773444782714,35.315546603534976,0.03
-110.21773444782714,35.72335017021282,0.03
-110.21773444782714,36.13115373689066,0.03
-110.21773444782714,36.5389573035685,0.03
-110.21773444782714,36.946760870246344,0.03
-110.21773444782714,37.35456443692418,0.03
-110.21773444782714,37.76236800360202,0.03
-110.21773444782714,38.17017157027986,0.03
-110.21773444782714,38.577975136957704,0.03
-110.21773444782714,38.985778703635546,0.03
-110.21773444782714,39.39358227031339,0.03
-110.21773444782714,39.80138583699123,0.03
-110.21773444782714,40.20918940366907,0.03
-110.21773444782714,40.61699297034691,0.03
-110.21773444782714,41.02479653702475,0.03
-110.21773444782714,41.43260010370259,0.03
-110.21773444782714,41.84040367038043,0.03
-110.21773444782714,42.248207237058274,0.03
-110.21773444782714,42.656010803736116,0.03
-110.21773444782714,43.06381437041395,0.03
-110.21773444782714,43.47161793709179,0.04
-110.21773444782714,43.879421503769635,0.04
-110.21773444782714,44.28722507044748,0.04
-110.21773444782714,44.69502863712532,0.04
-110.21773444782714,45.10283220380316,0.04
-110.21773444782714,45.510635770481,0.04
-110.21773444782714,45.918439337158844,0.04
-110.21773444782714,46.326242903836686,0.04
-110.21773444782714,46.73404647051452,0.04
-110.21773444782714,47.14185003719236,0.04
-110.21773444782714,47.549653603870205,0.04
-110.21773444782714,47.95745717054805,0.05
-110.21773444782714,48.36526073722588,0.05
-110.21773444782714,48.77306430390372,0.05
-110.21773444782714,49.180867870581565,0.05
-110.21773444782714,49.58867143725941,0.05
-110.21773444782714,49.99647500393725,0.05
-109.40257375918375,30.014100236723046,0.03
-109.40257375918375,30.421903803400888,0.03
-109.40257375918375,30.829707370078726,0.03
-109.40257375918375,31.237510936756568,0.03
-109.40257375918375,31.64531450343441,0.03
-109.40257375918375,32.05311807011225,0.03
-109.40257375918375,32.46092163679009,0.03
-109.40257375918375,32.86872520346793,0.03
-109.40257375918375,33.276528770145774,0.03
-109.40257375918375,33.684332336823616,0.03
-109.40257375918375,34.09213590350146,0.03
-109.40257375918375,34.4999394701793,0.03
-109.40257375918375,34.907743036857134,0.03
-109.40257375918375,35.315546603534976,0.03
-109.40257375918375,35.72335017021282,0.03
-109.40257375918375,36.13115373689066,0.03
